4.6775028, 50.8688207
4.6786993, 50.8692138
4.6787594, 50.8692084
4.6809824, 50.86858
4.6811884, 50.8686234
4.6830486, 50.8692851
4.6834424, 50.8742154
4.6834434, 50.8742426
4.6834844, 50.8739252
4.6835428, 50.8737233
4.6837403, 50.8749403
4.6838135, 50.8686403
4.6838267, 50.8751685
4.6840916, 50.8741799
4.6843153, 50.8721764
4.6843907, 50.871868
4.6844121, 50.8716062
4.6844199, 50.871511
4.6844673, 50.8688507
4.684529, 50.871182
4.6845459, 50.871131
4.6845666, 50.868735
4.684598, 50.8701496
4.6846279, 50.8708693
4.6846449, 50.8698326
4.6846558, 50.869988
4.6846641, 50.8706124
4.6846921, 50.8696311
4.6847187, 50.8735641
4.6847289, 50.8686131
4.6847573, 50.8690921
4.6847601, 50.8693843
4.6851155, 50.8741934
4.685144, 50.8690994
4.6851448, 50.8745565
4.6851964, 50.8737813
4.6852619, 50.873724
4.685271, 50.8690027
4.6853341, 50.8736616
4.6853429, 50.8727558
4.6853622, 50.8750765
4.6854608, 50.8751038
4.6855079, 50.8734307
4.68556, 50.8742394
4.685564, 50.8741461
4.6855826, 50.8733075
4.6858297, 50.8731075
4.6858448, 50.8746916
4.6858578, 50.8740572
4.6858654, 50.8730472
4.6859366, 50.874747
4.6859686, 50.8728723
4.6860225, 50.8694888
4.6860757, 50.8693618
4.686092, 50.8739388
4.6861289, 50.8739224
4.686196, 50.8707787
4.6864316, 50.8709591
4.6864469, 50.874339
4.6864508, 50.8744384
4.6865078, 50.8752827
4.6865815, 50.8710851
4.6866953, 50.875264
4.6868858, 50.8742128
4.6869037, 50.8713717
4.6869185, 50.8713805
4.6869429, 50.8742509
4.6869962, 50.8744416
4.68701, 50.869851
4.687082, 50.8715461
4.6871815, 50.8750464
4.6871935, 50.8739483
4.6872046, 50.8733525
4.6872365, 50.8686298
4.6872486, 50.87174
4.6872547, 50.8688063
4.687476, 50.8739179
4.6874893, 50.8689008
4.6876204, 50.8743922
